order_acknowledged_at,order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,country,city,type_of_food
2015-06-09 20:47:47.626517+01:00,38.4,20,3,1542,UK,London,japanese
2015-06-09 21:51:52.736680+01:00,20.6,20,3,817,UK,London,japanese
2015-06-09 21:52:55.214108+01:00,19.6,20,1,760,UK,London,japanese
2015-06-09 22:39:02.087536+01:00,61.6,20,4,642,UK,London,japanese
2015-06-09 23:08:14.093369+01:00,31.6,20,3,411,UK,London,japanese
2015-06-10 13:36:45.427511+01:00,27.6,20,2,5,UK,London,japanese
2015-06-10 14:38:56.675618+01:00,22.4,20,2,751,UK,London,japanese
2015-06-10 19:14:01.413264+01:00,44.4,20,4,892,UK,London,japanese
2015-06-10 19:36:51.319321+01:00,16.6,20,2,523,UK,London,japanese
2015-06-10 19:42:52.126444+01:00,16.8,20,1,803,UK,London,japanese
2015-06-10 19:48:24.211149+01:00,22.5,20,3,793,UK,London,japanese
2015-06-10 20:07:58.494740+01:00,27.4,20,3,707,UK,London,japanese
2015-06-10 20:07:49.051148+01:00,21.6,20,2,835,UK,London,japanese
2015-06-10 20:29:41.398950+01:00,51.4,20,6,1152,UK,London,japanese
2015-06-10 23:16:04.365415+01:00,28.2,20,4,508,UK,London,japanese
2015-06-11 14:38:09.082026+01:00,24.6,20,2,872,UK,London,japanese
2015-06-11 19:16:48.256656+01:00,78.4,20,9,1876,UK,London,japanese
2015-06-11 19:53:20.610510+01:00,30.3,20,5,1041,UK,London,japanese
2015-06-11 21:54:57.797838+01:00,29.6,20,2,986,UK,London,japanese
2015-06-11 23:27:31.537286+01:00,36.6,20,3,830,UK,London,japanese
2015-06-12 13:30:42.173045+01:00,34.6,20,2,1232,UK,London,japanese
2015-06-12 19:12:03.340294+01:00,50.0,20,4,1068,UK,London,japanese
2015-06-12 19:54:21.692860+01:00,35.8,20,6,958,UK,London,japanese
2015-06-12 20:28:41.896897+01:00,51.2,20,7,7702,UK,London,japanese
2015-06-12 20:32:20.867391+01:00,17.1,20,3,1209,UK,London,japanese
2015-06-12 20:39:41.897191+01:00,31.8,20,6,1601,UK,London,japanese
2015-06-12 21:15:35.078436+01:00,44.4,20,3,1228,UK,London,japanese
2015-06-12 21:45:00.226865+01:00,25.6,20,2,1981,UK,London,japanese
2015-06-12 23:08:22.185459+01:00,36.6,20,3,640,UK,London,japanese
2015-06-12 23:54:03.028603+01:00,28.6,20,5,138,UK,London,japanese
2015-06-13 13:08:01.787938+01:00,16.6,20,2,1408,UK,London,japanese
2015-06-13 13:29:02.670746+01:00,41.8,20,4,1255,UK,London,japanese
2015-06-13 19:32:57.272106+01:00,31.6,20,2,1058,UK,London,japanese
2015-06-13 20:03:07.599610+01:00,20.9,20,4,878,UK,London,japanese
2015-06-13 21:34:45.538678+01:00,16.8,20,1,1751,UK,London,japanese
2015-06-13 23:16:47.840337+01:00,37.8,20,4,1281,UK,London,japanese
2015-06-14 13:16:58.496057+01:00,45.2,20,5,1151,UK,London,japanese
2015-06-14 13:32:50.903101+01:00,35.4,20,3,1761,UK,London,japanese
2015-06-14 13:51:01.106020+01:00,16.1,20,3,945,UK,London,japanese
2015-06-14 14:48:58.274595+01:00,18.4,20,2,1186,UK,London,japanese
2015-06-14 15:18:20.816326+01:00,17.8,20,2,542,UK,London,japanese
2015-06-14 17:06:23.505773+01:00,17.6,20,2,5426,UK,London,japanese
2015-06-14 19:04:50.291007+01:00,16.8,20,1,1240,UK,London,japanese
2015-06-14 19:09:29.300526+01:00,24.2,20,3,843,UK,London,japanese
2015-06-14 19:33:05.939564+01:00,52.1,20,7,2416,UK,London,japanese
2015-06-14 20:21:36.903125+01:00,49.8,20,8,1603,UK,London,japanese
2015-06-14 20:47:17.168540+01:00,36.0,20,3,1287,UK,London,japanese
2015-06-14 21:08:37.736104+01:00,22.0,20,2,1173,UK,London,japanese
2015-06-14 21:24:03.434597+01:00,16.2,20,2,693,UK,London,japanese
2015-06-14 21:39:34.525403+01:00,15.0,20,2,970,UK,London,japanese
2015-06-14 22:17:40.894247+01:00,32.0,20,5,914,UK,London,japanese
2015-06-14 23:14:37.342097+01:00,18.6,20,3,1037,UK,London,japanese
2015-06-15 12:22:32.532620+01:00,33.6,20,1,9672,UK,London,japanese
2015-06-15 14:20:35.782913+01:00,22.6,20,2,809,UK,London,japanese
2015-06-15 14:28:43.574280+01:00,32.5,20,7,1130,UK,London,japanese
2015-06-15 19:43:59.115087+01:00,91.6,20,13,0,UK,London,japanese
2015-06-15 19:14:19.555662+01:00,15.6,20,2,517,UK,London,japanese
2015-06-15 19:33:58.793478+01:00,21.3,20,5,1442,UK,London,japanese
2015-06-15 19:59:18.086027+01:00,26.4,20,4,1100,UK,London,japanese
2015-06-15 20:12:21.313559+01:00,23.4,20,3,1270,UK,London,japanese
2015-06-15 20:12:21.320510+01:00,20.6,20,4,1270,UK,London,japanese
2015-06-15 20:45:14.875086+01:00,19.8,20,2,1677,UK,London,japanese
2015-06-15 21:09:48.541408+01:00,64.6,20,3,1415,UK,London,japanese
2015-06-15 21:17:09.941270+01:00,15.8,20,3,2100,UK,London,japanese
2015-06-15 22:44:44.813285+01:00,68.3,20,6,1695,UK,London,japanese
2015-06-15 23:08:31.558961+01:00,78.6,20,7,1253,UK,London,japanese
2015-06-16 14:13:11.436202+01:00,37.4,20,3,0,UK,London,japanese
2015-06-16 15:00:37.890089+01:00,22.8,20,2,650,UK,London,japanese
2015-06-16 19:46:48.712123+01:00,28.0,20,4,976,UK,London,japanese
2015-06-16 19:52:01.522042+01:00,23.2,20,3,827,UK,London,japanese
2015-06-16 20:09:09.481581+01:00,60.0,20,4,1016,UK,London,japanese
2015-06-16 21:00:05.854007+01:00,18.9,20,5,890,UK,London,japanese
2015-06-16 21:07:48.315694+01:00,15.6,20,2,623,UK,London,japanese
2015-06-16 21:10:10.974420+01:00,20.6,20,2,1067,UK,London,japanese
2015-06-16 21:11:12.500957+01:00,21.9,20,3,929,UK,London,japanese
2015-06-16 21:25:50.626343+01:00,32.6,20,2,713,UK,London,japanese
2015-06-16 21:45:53.120859+01:00,15.4,20,3,940,UK,London,japanese
2015-06-16 21:55:01.268571+01:00,35.4,20,4,1111,UK,London,japanese
2015-06-16 21:57:23.946437+01:00,16.8,20,1,994,UK,London,japanese
2015-06-17 13:36:58.781279+01:00,18.0,20,4,20,UK,London,japanese
2015-06-17 13:18:04.141576+01:00,19.3,20,4,839,UK,London,japanese
2015-06-17 13:25:26.546445+01:00,43.0,20,6,972,UK,London,japanese
2015-06-17 19:03:55.999441+01:00,70.8,20,8,1217,UK,London,japanese
2015-06-17 19:48:15.964476+01:00,85.2,20,3,1580,UK,London,japanese
2015-06-17 20:23:12.021258+01:00,21.6,20,2,783,UK,London,japanese
2015-06-17 20:31:21.037715+01:00,23.4,20,4,857,UK,London,japanese
2015-06-17 20:56:49.405583+01:00,55.8,20,7,899,UK,London,japanese
2015-06-17 21:20:49.644325+01:00,27.0,20,3,829,UK,London,japanese
2015-06-17 21:21:05.282091+01:00,34.4,20,3,864,UK,London,japanese
2015-06-17 21:41:26.318882+01:00,31.0,20,4,1110,UK,London,japanese
2015-06-17 23:10:57.831691+01:00,40.8,20,5,686,UK,London,japanese
2015-06-18 19:09:14.579544+01:00,20.9,20,3,1220,UK,London,japanese
2015-06-18 19:13:03.708545+01:00,18.6,20,2,763,UK,London,japanese
2015-06-18 19:27:16.134534+01:00,62.2,20,4,1157,UK,London,japanese
2015-06-18 19:34:45.811229+01:00,25.1,20,4,1141,UK,London,japanese
2015-06-18 19:51:08.416353+01:00,21.3,20,5,463,UK,London,japanese
2015-06-18 19:55:13.202693+01:00,17.1,20,2,372,UK,London,japanese
2015-06-18 20:08:12.929147+01:00,26.3,20,5,1596,UK,London,japanese
2015-06-18 20:57:37.394350+01:00,15.8,20,1,666,UK,London,japanese
2015-06-18 21:48:15.661908+01:00,33.6,20,1,1112,UK,London,japanese
2015-06-18 22:05:47.087855+01:00,23.4,20,2,772,UK,London,japanese
2015-06-19 20:17:13.359811+01:00,21.7,20,4,585,UK,London,japanese
2015-06-19 20:28:00.187582+01:00,50.9,20,3,917,UK,London,japanese
2015-06-19 21:44:53.382095+01:00,22.8,20,3,1753,UK,London,japanese
2015-06-19 22:44:02.386354+01:00,175.2,20,13,2223,UK,London,japanese
2015-06-20 13:35:11.392946+01:00,16.2,20,3,0,UK,London,japanese
2015-06-20 13:18:07.453000+01:00,49.2,20,5,1324,UK,London,japanese
2015-06-20 13:44:54.597127+01:00,26.5,20,5,647,UK,London,japanese
2015-06-20 21:32:03.877815+01:00,110.8,20,10,2571,UK,London,japanese
2015-06-20 22:55:04.129426+01:00,156.8,20,12,1357,UK,London,japanese
2015-06-20 23:11:41.664733+01:00,21.8,20,3,741,UK,London,japanese
2015-06-20 23:26:47.597186+01:00,35.4,20,3,614,UK,London,japanese
2015-06-21 13:52:28.685632+01:00,29.0,20,4,1359,UK,London,japanese
2015-06-21 15:04:22.868002+01:00,38.2,20,3,1320,UK,London,japanese
2015-06-21 15:47:57.010642+01:00,77.8,20,6,818,UK,London,japanese
2015-06-21 19:30:47.011043+01:00,32.6,20,5,1273,UK,London,japanese
2015-06-21 19:57:37.078988+01:00,23.6,20,2,921,UK,London,japanese
2015-06-21 20:19:05.656908+01:00,15.2,20,3,1262,UK,London,japanese
2015-06-21 20:31:02.889022+01:00,68.2,20,10,1730,UK,London,japanese
2015-06-21 20:46:43.951290+01:00,49.0,20,9,2088,UK,London,japanese
2015-06-21 20:48:41.166471+01:00,24.9,20,3,1782,UK,London,japanese
2015-06-21 20:50:34.348242+01:00,25.8,20,3,2782,UK,London,japanese
2015-06-21 20:52:01.014455+01:00,37.1,20,4,2823,UK,London,japanese
2015-06-21 21:05:54.526800+01:00,30.4,20,4,1346,UK,London,japanese
2015-06-21 21:44:37.096125+01:00,36.6,20,3,1332,UK,London,japanese
2015-06-21 22:24:28.974866+01:00,21.9,20,3,926,UK,London,japanese
2015-06-21 22:48:50.403322+01:00,41.2,20,6,825,UK,London,japanese
2015-06-22 13:19:09.668700+01:00,35.4,20,3,2068,UK,London,japanese
2015-06-22 14:40:03.345670+01:00,49.3,20,5,1021,UK,London,japanese
2015-06-22 19:28:23.685662+01:00,15.7,20,3,1141,UK,London,japanese
2015-06-22 19:51:28.804826+01:00,21.6,20,2,1568,UK,London,japanese
2015-06-22 20:00:15.175709+01:00,57.2,20,4,1514,UK,London,japanese
2015-06-22 20:19:12.523282+01:00,20.6,20,2,1608,UK,London,japanese
2015-06-22 20:33:18.235375+01:00,18.2,20,4,1309,UK,London,japanese
2015-06-22 20:39:07.017651+01:00,22.4,20,3,1347,UK,London,japanese
2015-06-22 21:15:03.776928+01:00,40.2,20,5,598,UK,London,japanese
2015-06-22 21:17:49.167325+01:00,41.0,20,7,1063,UK,London,japanese
2015-06-22 22:02:58.351479+01:00,86.4,20,6,1763,UK,London,japanese
2015-06-22 22:58:08.495173+01:00,21.2,20,4,785,UK,London,japanese
2015-06-23 20:04:25.406755+01:00,18.0,20,4,437,UK,London,japanese
2015-06-23 20:50:21.427708+01:00,22.1,20,3,850,UK,London,japanese
2015-06-23 20:51:42.872603+01:00,21.6,20,2,851,UK,London,japanese
2015-06-23 21:25:08.123751+01:00,46.0,20,6,812,UK,London,japanese
2015-06-23 21:43:00.351013+01:00,22.5,20,5,564,UK,London,japanese
2015-06-23 21:51:54.018294+01:00,21.6,20,2,1191,UK,London,japanese
2015-06-23 21:54:37.277122+01:00,25.7,20,3,1567,UK,London,japanese
2015-06-24 13:33:11.529947+01:00,27.8,20,2,45,UK,London,japanese
2015-06-24 14:34:40.798958+01:00,26.9,20,6,580,UK,London,japanese
2015-06-24 14:40:41.953345+01:00,23.3,20,2,865,UK,London,japanese
2015-06-24 19:34:27.998459+01:00,20.5,20,4,993,UK,London,japanese
2015-06-24 19:34:53.676052+01:00,26.1,20,4,848,UK,London,japanese
2015-06-24 19:50:56.410256+01:00,22.6,20,5,1040,UK,London,japanese
2015-06-24 20:22:42.541274+01:00,15.8,20,1,1230,UK,London,japanese
2015-06-24 20:30:30.328302+01:00,19.8,20,2,1085,UK,London,japanese
2015-06-24 21:02:21.874466+01:00,53.6,20,8,1121,UK,London,japanese
2015-06-25 13:22:13.326487+01:00,15.4,20,3,5,UK,London,japanese
2015-06-25 13:18:39.771595+01:00,34.4,20,3,1327,UK,London,japanese
2015-06-25 19:56:02.272150+01:00,166.6,20,12,2148,UK,London,japanese
2015-06-25 20:26:34.276611+01:00,53.2,20,5,1196,UK,London,japanese
2015-06-25 20:44:08.211923+01:00,66.2,20,7,1261,UK,London,japanese
2015-06-25 20:48:28.626590+01:00,20.6,20,3,1322,UK,London,japanese
2015-06-25 21:08:43.450222+01:00,43.4,20,5,7234,UK,London,japanese
2015-06-25 21:40:20.578885+01:00,28.8,20,5,1153,UK,London,japanese
2015-06-25 21:48:02.959829+01:00,22.7,20,4,1901,UK,London,japanese
2015-06-25 21:58:17.878912+01:00,22.6,20,2,797,UK,London,japanese
2015-06-25 22:11:19.901184+01:00,24.6,20,2,1419,UK,London,japanese
2015-06-25 22:12:57.583180+01:00,30.4,20,2,975,UK,London,japanese
2015-06-25 22:44:50.881126+01:00,19.7,20,3,1467,UK,London,japanese
2015-06-26 12:49:01.448389+01:00,16.6,20,4,3103,UK,London,japanese
2015-06-26 13:10:17.562678+01:00,27.6,20,2,1266,UK,London,japanese
2015-06-26 19:19:43.045012+01:00,16.6,20,2,577,UK,London,japanese
2015-06-26 19:37:34.944772+01:00,18.8,20,2,1185,UK,London,japanese
2015-06-26 19:53:48.106404+01:00,43.2,20,3,1061,UK,London,japanese
2015-06-26 20:31:46.834180+01:00,16.3,20,2,1552,UK,London,japanese
2015-06-26 20:44:55.845275+01:00,19.6,20,2,721,UK,London,japanese
2015-06-26 21:20:12.594180+01:00,19.8,20,1,337,UK,London,japanese
2015-06-26 23:46:39.648693+01:00,21.9,20,3,850,UK,London,japanese
2015-06-28 13:44:23.336048+01:00,20.6,20,2,478,UK,London,japanese
2015-06-28 13:50:09.438201+01:00,39.8,20,5,478,UK,London,japanese
2015-06-28 13:56:31.764185+01:00,19.8,20,2,102,UK,London,japanese
2015-06-28 17:28:01.205375+01:00,78.9,20,11,1389,UK,London,japanese
2015-06-28 20:26:36.155652+01:00,27.6,20,3,943,UK,London,japanese
2015-06-28 21:33:02.885187+01:00,53.0,20,5,1192,UK,London,japanese
2015-06-28 21:47:09.022294+01:00,37.6,20,2,564,UK,London,japanese
2015-06-28 22:51:01.705003+01:00,24.6,20,2,451,UK,London,japanese
2015-06-29 17:31:12.564834+01:00,28.1,20,5,7675,UK,London,japanese
2015-06-29 19:12:55.019821+01:00,23.6,20,4,1146,UK,London,japanese
2015-06-29 19:21:23.428107+01:00,101.4,20,7,2282,UK,London,japanese
2015-06-29 20:45:44.804401+01:00,21.0,20,3,1376,UK,London,japanese
2015-06-29 20:47:31.662637+01:00,17.6,20,2,1269,UK,London,japanese
2015-06-29 20:54:53.231592+01:00,31.6,20,1,965,UK,London,japanese
2015-06-29 22:05:10.580351+01:00,29.7,20,6,1328,UK,London,japanese
2015-06-29 22:26:32.369012+01:00,36.0,20,3,1502,UK,London,japanese
2015-06-30 13:46:14.411916+01:00,75.0,20,8,4129,UK,London,japanese
2015-06-30 15:27:07.394755+01:00,24.6,20,2,903,UK,London,japanese
2015-06-30 19:52:17.032035+01:00,25.6,20,2,737,UK,London,japanese
2015-06-30 20:02:16.130665+01:00,16.8,20,1,1034,UK,London,japanese
2015-06-30 21:05:50.572623+01:00,61.2,20,7,1586,UK,London,japanese
2015-06-30 21:12:01.870671+01:00,89.2,20,10,1969,UK,London,japanese
2015-06-30 21:25:54.357801+01:00,27.3,20,2,1571,UK,London,japanese
2015-06-30 21:49:52.935181+01:00,36.2,20,4,566,UK,London,japanese
2015-06-30 22:07:28.031510+01:00,16.1,20,2,214,UK,London,japanese
2015-06-30 22:42:26.342586+01:00,20.4,20,2,819,UK,London,japanese
2015-06-01 13:38:05.601091+01:00,80.5,16,10,1015,UK,London,thai
2015-06-01 16:10:27.263999+01:00,17.0,16,1,588,UK,London,thai
2015-06-01 19:04:14.324151+01:00,35.5,16,5,1034,UK,London,thai
2015-06-01 20:18:55.129132+01:00,60.5,16,10,587,UK,London,thai
2015-06-01 20:02:18.127080+01:00,15.4,16,2,505,UK,London,thai
2015-06-01 20:19:25.697793+01:00,31.9,16,5,1074,UK,London,thai
2015-06-01 20:26:56.649595+01:00,37.7,16,5,1773,UK,London,thai
2015-06-01 21:48:59.105810+01:00,18.4,16,2,1033,UK,London,thai
2015-06-02 19:37:22.842530+01:00,17.5,16,3,792,UK,London,thai
2015-06-02 20:08:05.556659+01:00,75.5,16,9,1506,UK,London,thai
2015-06-02 20:10:30.847320+01:00,43.0,16,3,1355,UK,London,thai
2015-06-02 20:25:03.533536+01:00,30.8,16,4,1344,UK,London,thai
2015-06-02 20:29:37.180356+01:00,25.2,16,4,1223,UK,London,thai
2015-06-02 21:05:27.885427+01:00,16.9,16,3,1747,UK,London,thai
2015-06-02 21:33:14.540354+01:00,66.7,16,5,1413,UK,London,thai
2015-06-02 22:13:06.050228+01:00,16.5,16,3,939,UK,London,thai
2015-06-02 22:15:39.097341+01:00,24.3,16,3,786,UK,London,thai
2015-06-02 22:37:48.587188+01:00,23.3,16,3,1031,UK,London,thai
2015-06-03 18:34:05.010962+01:00,45.8,16,4,1597,UK,London,thai
2015-06-03 20:03:04.922074+01:00,15.0,16,2,1051,UK,London,thai
2015-06-05 19:25:37.294834+01:00,26.3,16,3,462,UK,London,thai
2015-06-05 20:31:19.189072+01:00,24.8,16,4,643,UK,London,thai
2015-06-05 21:15:35.123393+01:00,27.2,16,4,612,UK,London,thai
2015-06-05 21:58:14.832438+01:00,17.8,16,2,511,UK,London,thai
2015-06-05 22:41:01.065216+01:00,16.4,16,2,405,UK,London,thai
2015-06-06 13:35:07.558971+01:00,23.8,16,4,1427,UK,London,thai
2015-06-06 18:41:01.664083+01:00,29.2,16,4,710,UK,London,thai
2015-06-06 18:59:02.730633+01:00,22.7,16,3,693,UK,London,thai
2015-06-06 20:44:37.479648+01:00,50.3,16,7,739,UK,London,thai
2015-06-06 21:18:08.725677+01:00,30.4,16,3,739,UK,London,thai
2015-06-06 21:44:10.015886+01:00,30.8,16,4,811,UK,London,thai
2015-06-06 22:03:51.837348+01:00,35.8,16,6,784,UK,London,thai
2015-06-06 23:04:24.863571+01:00,22.4,16,2,713,UK,London,thai
2015-06-07 12:14:52.057484+01:00,27.0,16,4,5029,UK,London,thai
2015-06-07 12:48:59.533763+01:00,22.9,16,3,2728,UK,London,thai
2015-06-07 13:21:19.076092+01:00,16.7,16,3,0,UK,London,thai
2015-06-07 13:40:53.015307+01:00,24.2,16,4,228,UK,London,thai
2015-06-07 19:19:42.867314+01:00,24.2,16,4,607,UK,London,thai
2015-06-07 20:45:50.061803+01:00,37.8,16,5,1305,UK,London,thai
2015-06-08 19:45:01.877036+01:00,15.5,16,3,1027,UK,London,thai
2015-06-09 18:34:01.965554+01:00,17.8,16,2,526,UK,London,thai
2015-06-09 19:59:27.209987+01:00,35.4,16,3,1512,UK,London,thai
2015-06-09 20:33:37.292649+01:00,38.5,16,5,1149,UK,London,thai
2015-06-09 21:39:32.113578+01:00,20.9,16,3,886,UK,London,thai
2015-06-10 13:07:55.202256+01:00,55.7,16,6,3087,UK,London,thai
2015-06-10 15:37:28.216636+01:00,18.8,16,2,1507,UK,London,thai
2015-06-10 18:22:24.675322+01:00,25.8,16,4,744,UK,London,thai
2015-06-10 19:40:44.118424+01:00,36.9,16,4,803,UK,London,thai
2015-06-10 20:34:27.027822+01:00,23.8,16,4,1089,UK,London,thai
2015-06-10 21:24:25.352219+01:00,33.5,16,5,1483,UK,London,thai
2015-06-10 21:35:35.782563+01:00,37.8,16,6,1361,UK,London,thai
2015-06-11 13:42:46.493322+01:00,27.2,16,4,1177,UK,London,thai
2015-06-11 14:09:21.567076+01:00,27.4,16,3,475,UK,London,thai
2015-06-11 19:26:58.482301+01:00,15.0,16,2,1740,UK,London,thai
2015-06-11 20:10:40.815071+01:00,100.9,16,10,1827,UK,London,thai
2015-06-11 21:14:04.126060+01:00,16.4,16,3,1648,UK,London,thai
2015-06-12 20:05:24.847355+01:00,24.6,16,4,761,UK,London,thai
2015-06-12 21:35:46.928712+01:00,23.8,16,4,1481,UK,London,thai
2015-06-12 23:17:55.141724+01:00,34.9,16,5,2545,UK,London,thai
2015-06-12 23:58:21.087758+01:00,44.1,16,6,1067,UK,London,thai
2015-06-13 18:43:31.854636+01:00,17.0,16,2,1155,UK,London,thai
2015-06-13 20:32:12.067046+01:00,20.1,16,3,730,UK,London,thai
2015-06-13 20:32:27.602878+01:00,28.0,16,4,709,UK,London,thai
2015-06-13 20:58:34.706724+01:00,60.6,16,9,1003,UK,London,thai
2015-06-13 21:48:47.965650+01:00,20.3,16,4,501,UK,London,thai
2015-06-13 23:13:17.483731+01:00,27.6,16,4,612,UK,London,thai
2015-06-14 16:49:53.718142+01:00,12.4,16,2,446,UK,London,thai
2015-06-14 18:42:28.286416+01:00,17.8,16,2,1166,UK,London,thai
2015-06-14 19:56:52.333463+01:00,29.2,16,4,1217,UK,London,thai
2015-06-14 20:31:32.326533+01:00,25.8,16,4,694,UK,London,thai
2015-06-14 21:35:47.619980+01:00,16.8,16,2,653,UK,London,thai
2015-06-14 22:03:48.231691+01:00,18.0,16,4,835,UK,London,thai
2015-06-15 12:32:05.390043+01:00,16.4,16,2,3292,UK,London,thai
2015-06-15 18:16:58.350215+01:00,20.3,16,3,1777,UK,London,thai
2015-06-15 21:13:33.600862+01:00,30.2,16,4,1310,UK,London,thai
2015-06-15 21:25:44.348362+01:00,15.4,16,3,864,UK,London,thai
2015-06-15 21:30:49.535987+01:00,31.2,16,4,1031,UK,London,thai
2015-06-16 14:57:25.909689+01:00,77.9,16,7,800,UK,London,thai
2015-06-16 16:33:11.673648+01:00,46.6,16,5,3251,UK,London,thai
2015-06-16 18:52:12.562358+01:00,32.0,16,4,759,UK,London,thai
2015-06-16 18:51:45.913635+01:00,41.8,16,6,2527,UK,London,thai
2015-06-16 19:56:22.794549+01:00,35.7,16,5,864,UK,London,thai
2015-06-16 20:18:03.935734+01:00,22.8,16,4,992,UK,London,thai
2015-06-16 20:19:50.394905+01:00,20.4,16,2,884,UK,London,thai
2015-06-16 20:41:52.512596+01:00,225.8,16,22,1035,UK,London,thai
2015-06-16 20:48:23.073514+01:00,39.7,16,5,1224,UK,London,thai
2015-06-16 21:36:46.669276+01:00,20.4,16,3,506,UK,London,thai
2015-06-16 21:44:32.671701+01:00,15.0,16,2,745,UK,London,thai
2015-06-17 15:25:08.304873+01:00,23.3,16,3,701,UK,London,thai
2015-06-17 15:53:35.673117+01:00,15.0,16,2,810,UK,London,thai
2015-06-17 18:09:37.368671+01:00,17.0,16,2,1292,UK,London,thai
2015-06-17 19:21:53.527929+01:00,34.3,16,5,3219,UK,London,thai
2015-06-17 19:50:15.778714+01:00,25.6,16,3,560,UK,London,thai
2015-06-17 19:55:16.154281+01:00,15.0,16,3,493,UK,London,thai
2015-06-17 21:47:22.706709+01:00,24.9,16,3,825,UK,London,thai
2015-06-17 21:59:01.693352+01:00,32.3,16,5,516,UK,London,thai
2015-06-17 23:34:08.927265+01:00,27.2,16,4,474,UK,London,thai
2015-06-17 23:36:13.804251+01:00,35.3,16,4,708,UK,London,thai
2015-06-18 13:28:58.994184+01:00,23.8,16,3,2151,UK,London,thai
2015-06-18 18:26:38.489546+01:00,19.9,16,3,978,UK,London,thai
2015-06-18 19:43:24.032782+01:00,19.3,16,3,537,UK,London,thai
2015-06-18 19:58:35.340984+01:00,16.4,16,2,406,UK,London,thai
2015-06-18 20:36:46.633669+01:00,26.9,16,3,654,UK,London,thai
2015-06-19 12:25:49.236308+01:00,140.2,16,14,5016,UK,London,thai
2015-06-19 20:26:40.642394+01:00,15.4,16,2,5622,UK,London,thai
2015-06-19 21:20:46.750197+01:00,77.0,16,10,1853,UK,London,thai
2015-06-19 23:13:11.175534+01:00,21.3,16,3,1842,UK,London,thai
2015-06-20 17:47:16.406854+01:00,21.1,16,3,512,UK,London,thai
2015-06-20 19:01:08.150489+01:00,29.8,16,4,915,UK,London,thai
2015-06-20 21:42:43.056770+01:00,17.9,16,3,308,UK,London,thai
2015-06-21 17:48:14.605212+01:00,27.8,16,4,878,UK,London,thai
2015-06-21 18:00:45.547221+01:00,21.3,16,3,773,UK,London,thai
2015-06-21 20:39:18.410644+01:00,31.8,16,6,562,UK,London,thai
2015-06-21 21:03:47.064377+01:00,18.9,16,3,903,UK,London,thai
2015-06-21 21:05:24.001813+01:00,39.3,16,6,806,UK,London,thai
2015-06-21 21:35:12.387513+01:00,19.0,16,2,886,UK,London,thai
2015-06-21 21:43:53.967206+01:00,28.9,16,5,1190,UK,London,thai
2015-06-21 22:00:57.282507+01:00,18.4,16,2,1651,UK,London,thai
2015-06-22 14:05:15.318807+01:00,45.0,16,5,1212,UK,London,thai
2015-06-22 18:59:38.202538+01:00,15.5,16,3,865,UK,London,thai
2015-06-22 19:04:44.674810+01:00,22.9,16,3,706,UK,London,thai
2015-06-22 20:09:34.509817+01:00,142.6,16,13,2102,UK,London,thai
2015-06-22 20:34:24.801597+01:00,17.5,16,2,1546,UK,London,thai
2015-06-22 21:17:31.553556+01:00,36.8,16,7,999,UK,London,thai
2015-06-22 21:32:39.218561+01:00,16.4,16,2,573,UK,London,thai
2015-06-22 21:57:50.421603+01:00,17.8,16,1,771,UK,London,thai
2015-06-22 23:35:26.571744+01:00,34.7,16,5,578,UK,London,thai
2015-06-23 13:04:27.612183+01:00,21.9,16,3,1435,UK,London,thai
2015-06-23 20:14:44.080124+01:00,11.4,16,2,483,UK,London,thai
2015-06-23 20:35:04.805600+01:00,18.3,16,3,660,UK,London,thai
2015-06-23 20:55:15.173525+01:00,29.9,16,4,1584,UK,London,thai
2015-06-23 20:57:51.122832+01:00,44.2,16,7,1095,UK,London,thai
2015-06-23 21:20:29.105401+01:00,40.7,16,6,947,UK,London,thai
2015-06-23 21:36:11.904743+01:00,18.8,16,2,851,UK,London,thai
2015-06-23 22:38:51.944728+01:00,53.7,16,8,1139,UK,London,thai
2015-06-23 23:05:43.632643+01:00,28.4,16,4,405,UK,London,thai
2015-06-24 13:33:25.141580+01:00,16.4,16,2,773,UK,London,thai
2015-06-24 15:00:56.338136+01:00,12.8,16,2,1268,UK,London,thai
2015-06-24 17:12:36.960418+01:00,18.5,16,4,397,UK,London,thai
2015-06-24 20:17:00.367808+01:00,31.4,16,4,783,UK,London,thai
2015-06-24 21:38:01.081592+01:00,29.8,16,4,1095,UK,London,thai
2015-06-24 21:52:53.501575+01:00,41.4,16,6,1342,UK,London,thai
2015-06-24 23:10:07.193478+01:00,17.8,16,2,762,UK,London,thai
2015-06-25 19:54:05.914642+01:00,21.9,16,3,780,UK,London,thai
2015-06-25 19:56:24.301718+01:00,15.4,16,2,565,UK,London,thai
2015-06-25 19:58:07.413393+01:00,44.2,16,6,2488,UK,London,thai
2015-06-25 20:22:59.526122+01:00,17.5,16,3,996,UK,London,thai
2015-06-25 21:02:41.638745+01:00,69.0,16,8,1137,UK,London,thai
2015-06-25 22:20:57.182588+01:00,15.3,16,3,1344,UK,London,thai
2015-06-25 22:24:48.453805+01:00,30.8,16,4,1733,UK,London,thai
2015-06-26 13:43:11.757907+01:00,88.0,16,11,869,UK,London,thai
2015-06-26 13:12:58.239428+01:00,16.4,16,2,919,UK,London,thai
2015-06-26 13:36:15.631612+01:00,24.9,16,3,1285,UK,London,thai
2015-06-26 17:46:41.426747+01:00,16.4,16,2,405,UK,London,thai
